               index         classified?        descriptor_1
                   1                  NO    0.3600000000E-02
                   2                  NO   -0.1870000000E-01
                   3                 YES   -0.2452000000E+00
                   4                  NO   -0.3340000000E-01
                   5                 YES   -0.1071500000E+01
                   6                 YES   -0.2667000000E+00
                   7                  NO   -0.9900000000E-02
                   8                  NO   -0.8290000000E-01
                   9                 YES   -0.3491000000E+00
                  10                  NO   -0.6120000000E-01
                  11                 YES   -0.2077000000E+00
                  12                 YES   -0.3683000000E+00
                  13                  NO   -0.9110000000E-01
                  14                 YES   -0.1939000000E+00
                  15                 YES   -0.1555000000E+00
                  16                 YES   -0.1426000000E+00
                  17                  NO   -0.6560000000E-01
                  18                  NO   -0.5940000000E-01
                  19                  NO   -0.9130000000E-01
                  20                  NO   -0.8710000000E-01
                  21                  NO   -0.2150000000E-01
                  22                  NO   -0.9240000000E-01
                  23                 YES   -0.3809000000E+00
                  24                  NO    0.2290000000E+00
                  25                 YES   -0.3306000000E+00
                  26                 YES   -0.2554000000E+00
                  27                 YES   -0.3565000000E+00
                  28                 YES   -0.3088000000E+00
                  29                  NO   -0.8430000000E-01
                  30                  NO    0.2234000000E+00
                  31                  NO   -0.7340000000E-01
                  32                  NO    0.9430000000E-01
                  33                 YES   -0.2130000000E+00
                  34                  NO   -0.1113000000E+00
                  35                 YES   -0.6945000000E+00
                  36                 YES   -0.1830000000E+00
                  37                  NO   -0.7240000000E-01
                  38                  NO   -0.4380000000E-01
                  39                  NO   -0.2170000000E-01
                  40                  NO   -0.5860000000E-01
                  41                  NO   -0.1114000000E+00
                  42                  NO   -0.9720000000E-01
                  43                 YES    0.2350000000E+00
                  44                 YES    0.2558000000E+00
                  45                  NO   -0.3800000000E-01
                  46                  NO   -0.6000000000E-01
                  47                  NO    0.9450000000E-01
                  48                  NO   -0.7410000000E-01
                  49                  NO   -0.3940000000E-01
                  50                 YES    0.8765000000E+00
                  51                 YES    0.5007000000E+00
                  52                  NO    0.2244000000E+00
                  53                 YES    0.2353000000E+00
                  54                  NO   -0.7720000000E-01
                  55                 YES    0.2303000000E+00
                  56                  NO   -0.7320000000E-01
                  57                  NO   -0.1740000000E-01
                  58                  NO   -0.7940000000E-01
                  59                  NO    0.1057000000E+00
                  60                 YES    0.2490000000E+00
                  61                  NO    0.2117000000E+00
                  62                 YES    0.2410000000E+00
                  63                  NO    0.1603000000E+00
                  64                 YES    0.2645000000E+00
                  65                  NO    0.1134000000E+00
                  66                  NO   -0.7680000000E-01
